AOG_democracy;Allgemeine Ostasiatische GmbH;;;;;;;;;;;;;
AOG_absolute_monarchy;Allgemeine Ostasiatische GmbH;;;;;;;;;;;;;
AOG_prussian_constitutionalism;Allgemeine Ostasiatische GmbH;;;;;;;;;;;;;
AOG_hms_government;Allgemeine Ostasiatische GmbH;;;;;;;;;;;;;
AOG;Allgemeine Ostasiatische GmbH;;;;;;;;;;;;;
NIA;Hao;;;;;;;;;;;;;
NIA_absolute_monarchy;Hao;;;;;;;;;;;;;
NIA_ADJ;Hao;;;;;;;;;;;;;
NIA_conservative;Zhang Lexing Faction;;;;;;;;;;;;;
IMG;Mengjiang;;;;;;;;;;;;;
IMG_colonial_company;Nei Menggu;;;;;;;;;;;;;
IMG_ADJ;Mongolian;;;;;;;;;;;;;
MIT;Mittelafrika;;;;;;;;;;;;;
MIT_ADJ;German;;;;;;;;;;;;;
MIT_colonial_company;Freistaat Mittelafrika;;;;;;;;;;;;;
MIT_dominion;Freistaat Mittelafrika;;;;;;;;;;;;;
MIT_republic;The Central African Federation;;;;;;;;;;;;;
MIT_absolute_monarchy;Freistaat Mittelafrika;;;;;;;;;;;;;
MIT_prussian_constitutionalism;Freistaat Mittelafrika;;;;;;;;;;;;;
MIT_hms_government;Freistaat Mittelafrika;;;;;;;;;;;;;
GUI;Guizhou;;;;;;;;;;;;;
GUI_ADJ;Guizhou;;;;;;;;;;;;;
LEG;Tientsin;;;;;;;;;;;;;
LEG_ADJ;Chinese;;;;;;;;;;;;;
LEG_colonial_company;The Tientsin Concessions;;;;;;;;;;;;;
LEG_dominion;The Tientsin Concessions;;;;;;;;;;;;;
LEG_republic;The Legation Cities;;;;;;;;;;;;;
LEG_absolute_monarchy;Tianjin;;;;;;;;;;;;;
LEG_hms_government;The Orient;;;;;;;;;;;;;
LEG_presidential_dictatorship;The Legation Cities;;;;;;;;;;;;;
ATB;Saxe-Altenburg;;;;;;;;;;;;;
ATB_ADJ;Saxon;Saxon;Saxon;;;;;;;;;;;
MNC_ADJ;Monegasc;Monegasc;Monegasc;;;;;;;;;;;
MNC;Monaco;Monaco;Monaco;;;;;;;;;;;
MNC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;
MNC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;
MNC_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;
MNC_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;
MNC_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;
MNC_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;
MNC_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
MNC_communist_86;Communists;Communists;Communists;;;;;;;;;;;
MNC_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;
ADO;Andorra;;;;;;;;;;;;;
ADO_ADJ;Andorran;;;;;;;;;;;;;
LIE;Liechtenstein;;;;;;;;;;;;;
LIE_ADJ;Liechtensteinian;;;;;;;;;;;;;
SCL;Schaumburg-Lippe;;;;;;;;;;;;;
SCL_ADJ;Schaumburgian;;;;;;;;;;;;;
REU;Reuss;;;;;;;;;;;;;
REU_ADJ;Reussian;;;;;;;;;;;;;
SWG;Schwarzburg;;;;;;;;;;;;;
SWG_ADJ;Schwarzburgian;;;;;;;;;;;;;
WLD;Waldeck-Pyrmont;;;;;;;;;;;;;
WLD_ADJ;Waldeckian;;;;;;;;;;;;;
RUM;Eastern Rumelia;;;;;;;;;;;;;
RUM_ADJ;Eastern Rumelian;;;;;;;;;;;;;
SAM;Samos;;;;;;;;;;;;;
SAM_ADJ;Greek;;;;;;;;;;;;;
URP;Dobrudja;;;;;;;;;;;;;
URP_dominion;Ochakiv Eyalet;;;;;;;;;;;;;
URP_absolute_monarchy;Despotate of Dobruja;;;;;;;;;;;;;
URP_prussian_constitutionalism;Karvuna;;;;;;;;;;;;;
URP_hms_government;Karvuna;;;;;;;;;;;;;
URP_democracy;Silistria;;;;;;;;;;;;;
URP_colonial_company;Silistra Eyalet;;;;;;;;;;;;;
URP_ADJ;Dobrudjan;;;;;;;;;;;;;
GCF;Rhenish Confederation;;;;;;;;;;;;;
GCF_ADJ;Rhenish;;;;;;;;;;;;;
GCF_french_bourbon;Rhenish Kingdom;;;;;;;;;;;;;
GCF_absolute_monarchy;Rhenish Kingdom;;;;;;;;;;;;;
GCF_prussian_constitutionalism;Rhenish Kingdom;;;;;;;;;;;;;
GCF_hms_government;Rhenish Kingdom;;;;;;;;;;;;;
