DUR_absolute_monarchy_ADJ;Durrani;;;;;;;;;;;;;
DUR_prussian_constitutionalism_ADJ;Durrani;;;;;;;;;;;;;
DUR_hms_government_ADJ;Durrani;;;;;;;;;;;;;
DUR_french_bourbon;Durrani Republic;;;;;;;;;;;;;
DUR_french_bourbon_ADJ;Durrani;;;;;;;;;;;;;
ENL;England;;;;;;;;;;;;;
ENL_ADJ;English;;;;;;;;;;;;;
ENT;Entre Rios;;;;;;;;;;;;;
ENT_ADJ;Entrerriano;;;;;;;;;;;;;
ENT_conservative;Federalistas;;;;;;;;;;;;;
ENT_conservative_2;Partido Federalista;;;;;;;;;;;;;
ENT_liberal;Partido Liberal;;;;;;;;;;;;;
ENT_liberal_2;Partido Democracia;;;;;;;;;;;;;
ENT_socialist;Partido Azul;;;;;;;;;;;;;
ENT_conservative_3;UniÛn CÌvica de Entre Rios;;;;;;;;;;;;;
ENT_communist;Partido Communista;;;;;;;;;;;;;
ENT_liberal_3;Liberales;;;;;;;;;;;;;
ENT_reactionary;Partido Nacionalista;;;;;;;;;;;;;
ENT_anarcho_liberal;Partido Radical;;;;;;;;;;;;;
ENT_socialist_2;Partido Socialista;;;;;;;;;;;;;
ENT_fascist;Partido Fascista;;;;;;;;;;;;;
ERT;Eritrea;;;;;;;;;;;;;
ERT_ADJ;Eritrean;;;;;;;;;;;;;
ERT_conservative;Royal Faction;;;;;;;;;;;;;
ERT_liberal;The Liberal Faction;;;;;;;;;;;;;
ERT_reactionary;The Nationalist Faction;;;;;;;;;;;;;
ERT_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
ERT_socialist;The Socialist Faction;;;;;;;;;;;;;
ERT_communist;The Communist Faction;;;;;;;;;;;;;
ERT_fascist;The Fascist Faction;;;;;;;;;;;;;
FIJ;Fiji;Fiji;Fiji;;;;;;;;;;;
FIJ_ADJ;Fijian;Fijian;Fijian;;;;;;;;;;;
FIU;Fiume;Fiume;Fiume;;;;;;;;;;;
FIU_ADJ;Fiumani;Fiumani;Fiumani;;;;;;;;;;;
FIU_french_bourbon;Carnaro;;;;;;;;;;;;;
FIU_bourgeois_dictatorship;Carnaro;;;;;;;;;;;;;
FIU_presidential_dictatorship;Carnaro;;;;;;;;;;;;;
FIU_democracy;Free State of Fiume;êtat libre de Fiume;Freistaat Fiume;;;;;;;;;;;
FIU_liberal;Partito Liberale;Partito Liberale;Partito Liberale;;;;;;;;;;;
FIU_conservative;Partito Autonomo;Partito Autonomo;Partito Autonomo;;;;;;;;;;;
FIU_reactionary;Nazionalisti;Nazionalisti;Nazionalisti;;;;;;;;;;;
FIU_socialist;Partito Socialista di Fiume;Partito Socialista di Fiume;Partito Socialista di Fiume;;;;;;;;;;;
FIU_communist;Partito Comunista di Fiume;Partito Comunista di Fiume;Partito Comunista di Fiume;;;;;;;;;;;
FIU_anarcho_liberal;Radicali;Radical;Radikal;;;;;;;;;;;
FIU_fascist;Fascisti;Fasciste;Faschistisch;;;;;;;;;;;
FJN;Shi;;;;;;;;;;;;;
FJN_ADJ;Shi;;;;;;;;;;;;;
FJN_presidential_dictatorship;Fujian Clique;;;;;;;;;;;;;
FJN_french_bourbon;Min Republic;;;;;;;;;;;;;
FJN_french_bourbon_ADJ;Min;;;;;;;;;;;;;
FJN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
FJN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
FJN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
FJN_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
FJN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
FJN_fascist;Min Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
FJN_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
FRA_liberal;RÈpublicain;RÈpublicain;RÈpublicain;;RÈpublicain;;;;;;;;;
FRA_liberal_2;Union libÈrale;;;;;;;;;;;;;
FRA_liberal_3;RÈpublicain libÈrale;;;;;;;;;;;;;
FRA_conservative;OrlÈaniste;OrlÈaniste;OrlÈaniste;;OrlÈaniste;;;;;;;;;
FRA_conservative_2;Bonapartiste;Bonapartiste;Bonapartiste;;Bonapartiste;;;;;;;;;
FRA_conservative_3;RÈpublicain modÈrÈ;RÈpublicain modÈrÈ;RÈpublicain modÈrÈ;;RÈpublicain modÈrÈ;;;;;;;;;
FRA_conservative_4;OrlÈaniste;OrlÈaniste;OrlÈaniste;;OrlÈaniste;;;;;;;;;
FRA_conservative_5;Royaliste;Royaliste;Royaliste;;Royaliste;;;;;;;;;
FSA;The Free States of America;;;;;;;;;;;;;
FSA_ADJ;American;;;;;;;;;;;;;
FSA_absolute_monarchy;The Free American Empire;;;;;;;;;;;;;
FSA_prussian_constitutionalism;The Free American Empire;;;;;;;;;;;;;
FSA_french_bourbon;The Free American Republic;;;;;;;;;;;;;
FSM;Micronesia;Micronesia;Micronesia;;;;;;;;;;;
FSM_ADJ;Micronesian;Micronesian;Micronesian;;;;;;;;;;;
FSM_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
FSM_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
FSM_reactionary;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
FSM_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;
FSM_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;
FSM_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
FSM_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
galicio_asturian;Galicio-Asturian;Galicio-Asturien;Galicisch-Asturisch;;;;;;;;;;;
GAB;Gabon;;;;;;;;;;;;;
GAB_ADJ;Gabonese;;;;;;;;;;;;;
GAB_liberal;Circle of Liberal Reformers;;;;;;;;;;;;;
GAB_conservative;Democratic and Social Union;;;;;;;;;;;;;
GAB_socialist;Young Gabonese;;;;;;;;;;;;;
GAB_reactionary;Gabonese Democratic Bloc;;;;;;;;;;;;;
GAB_anarcho_liberal;Defense of Gabonese Interests;;;;;;;;;;;;;
GAB_communist;Union, Work, Progress;;;;;;;;;;;;;
GAB_fascist;People's Unity Party;;;;;;;;;;;;;
GCO;Gran Colombia;;;;;;;;;;;;;
GCO_ADJ;Colombian;;;;;;;;;;;;;
GCO_absolute_monarchy;New Granada;;;;;;;;;;;;;
GCO_prussian_constitutionalism;New Granada;;;;;;;;;;;;;
GCO_hms_government;New Granada;;;;;;;;;;;;;
GCO_absolute_monarchy_ADJ;New Granadan;;;;;;;;;;;;;
GCO_prussian_constitutionalism_ADJ;New Granadan;;;;;;;;;;;;;
GCO_hms_government_ADJ;New Granadan;;;;;;;;;;;;;
GLC;Galicia;;;;;;;;;;;;;
GLC_ADJ;Galician;;;;;;;;;;;;;
GLC_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;;;;;;;;;;
GLC_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
GLC_reactionary;Partido Nationalist;ComuniÛn Carlista;ComuniÛn Carlista;;;;;;;;;;;
GLC_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
GLC_communist;FederaciÛn Regional;FederaciÛn Regional;FederaciÛn Regional;;;;;;;;;;;
GLC_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
GLC_fascist;Partido Fascist;Falange;Falange;;;;;;;;;;;
GLM;Galicia-Lodomeria;Galicie-Lodomerie;Galizien-Lodomerien;;Galitzia-Lodomeria;;;;;;;;;
GLM_ADJ;Galician;Galicien;Galiziener;;Galiciano;;;;;;;;;
GMB;The Gambia;;;;;;;;;;;;;
GMB_ADJ;Gambian;;;;;;;;;;;;;
GMB_liberal;United Party;;;;;;;;;;;;;
GMB_anarcho_liberal;National Convention Party;;;;;;;;;;;;;
GMB_conservative;Democratic Party;;;;;;;;;;;;;
GMB_reactionary;Muslim Congress Party;;;;;;;;;;;;;
GMB_socialist;People's Progressive Party;;;;;;;;;;;;;
GMB_communist;Gambian People's Party;;;;;;;;;;;;;
GMB_fascist;Gambia Congress Party;;;;;;;;;;;;;
GMJ;Mao;;;;;;;;;;;;;
GMJ_ADJ;Mao;;;;;;;;;;;;;
GMJ_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
GMJ_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
GMJ_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
GMJ_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
GMJ_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
GMJ_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
GMJ_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
GNE;Guinea;;;;;;;;;;;;;
GNE_ADJ;Guinean;;;;;;;;;;;;;
GNE_liberal;Union for Progress and Renewal;;;;;;;;;;;;;
GNE_anarcho_liberal;Union for the Progress;;;;;;;;;;;;;
GNE_conservative;African Bloc of Guinea;;;;;;;;;;;;;
GNE_reactionary;Democratic Party of Guinea;;;;;;;;;;;;;
GNE_socialist;Socialist Democracy of Guinea;;;;;;;;;;;;;
GNE_communist;Guinean People's Assembly;;;;;;;;;;;;;
GNE_fascist;National Union for the Prosperity;;;;;;;;;;;;;
GNG;Shang;;;;;;;;;;;;;
GNG_ADJ;Shang;;;;;;;;;;;;;
GNG_presidential_dictatorship;Guangdong Clique;;;;;;;;;;;;;
GNG_colonial_company;Yanghuo Hang;;;;;;;;;;;;;
GNG_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
GNG_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
GNG_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
GNG_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
GNG_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
GNG_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
GNG_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
GRA;Grenada;;;;;;;;;;;;;
GRA_ADJ;Grenadian;;;;;;;;;;;;;
GRN;Greenland;;;;;;;;;;;;;
GRN_ADJ;Greenlandic;;;;;;;;;;;;;
GUY;Guyana;;;;;;;;;;;;;
GUY_ADJ;Guyanese;;;;;;;;;;;;;
GUY_conservative;Dutch Faction;;;;;;;;;;;;;
GUY_liberal;French Faction;;;;;;;;;;;;;
GUY_socialist;Ruimveldt Party;;;;;;;;;;;;;
GUY_communist;British Guiana Labour Union;;;;;;;;;;;;;
GUY_reactionary;British Faction;;;;;;;;;;;;;
GUY_anarcho_liberal;American Faction;;;;;;;;;;;;;
GUY_fascist;Unity Party;;;;;;;;;;;;;
GXI_presidential_dictatorship;Guangxi Clique;Clique de Guangxi;Guangxi-Clique;;;;;;;;;;;
HAL;Ha'il;;;;;;;;;;;;;
HAL_ADJ;Haili;;;;;;;;;;;;;
HAL_absolute_monarchy;Emirate of Jabal Shammar;;;;;;;;;;;;;
HAL_prussian_constitutionalism;Emirate of Jabal Shammar;;;;;;;;;;;;;
HAL_hms_government;Emirate of Jabal Shammar;;;;;;;;;;;;;
HAL_absolute_monarchy_ADJ;Rashidi;;;;;;;;;;;;;
HAL_prussian_constitutionalism_ADJ;Rashidi;;;;;;;;;;;;;
HAL_hms_government_ADJ;Rashidi;;;;;;;;;;;;;
HAL_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
HAL_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
HAL_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
HAL_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
HAL_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
HAL_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
HAL_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
HDU;Hindustan;;;;;;;;;;;;;
HDU_ADJ;Hindustani;;;;;;;;;;;;;
HNN;Hunan;;;;;;;;;;;;;
HNN_ADJ;Hunan;;;;;;;;;;;;;
HNN_presidential_dictatorship;Hunan Clique;;;;;;;;;;;;;
HNN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
HNN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
HNN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
HNN_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
HNN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
HNN_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
HNN_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
HOL_anarcho_liberal;Radicale Partij;;;;;;;;;;;;;
HUI;Kong;;;;;;;;;;;;;
HUI_ADJ;Kong;;;;;;;;;;;;;
HUI_presidential_dictatorship;Anhui Clique;;;;;;;;;;;;;
HUI_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
HUI_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
HUI_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
HUI_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
HUI_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
HUI_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
HUI_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
IBR;Iberia;;;;;;;;;;;;;
IBR_ADJ;Iberian;;;;;;;;;;;;;
INO;Indonesia;IndonÈsie;Indonesien;;Indonesia;;;;;;;;;
INO_ADJ;Indonesian;IndonÈsienne;Indonesisch;;Indonesio;;;;;;;;;
INO_conservative;Partai Golongan Karya;;;;;;;;;;;;;
INO_liberal;Partai Majelis Syuro Muslimin Indonesia;;;;;;;;;;;;;
INO_liberal_2;Partai Demokrat;;;;;;;;;;;;;
INO_reactionary;Nahdlatul Ulama;;;;;;;;;;;;;
INO_anarcho_liberal;Partai Nasdem;;;;;;;;;;;;;
INO_socialist;Partai Sosialis Indonesia;;;;;;;;;;;;;
INO_socialist_2;Partai Nasional Indonesia;;;;;;;;;;;;;
INO_communist;Partai Komunis Indonesia;;;;;;;;;;;;;
INO_fascist;Partai Gerakan Indonesia Raya;;;;;;;;;;;;;
IOM;Isle of Man;Œle de Man;Isle of Man;;Isle of Man;;;;;;;;;
IOM_ADJ;Manx;Mannois;Mannisch;ManÈs;;;;;;;;;;
IOM_liberal;Liberal Party;Liberal Party;Liberal Party;;Liberal Party;;;;;;;;;
IOM_conservative;People's Political Association;People's Political Association;People's Political Association;;People's Political Association;;;;;;;;;
IOM_reactionary;National Party;National Party;National Party;;National Party;;;;;;;;;
IOM_socialist;Labour Party;Labour Party;Labour Party;;Labour Party;;;;;;;;;
IOM_anarcho_liberal;Positive Action Group;Positive Action Group;Positive Action Group;;Positive Action Group;;;;;;;;;
IOM_communist;Communist Party;Communist Party;Communist Party;;Communist Party;;;;;;;;;
IOM_fascist;Mec Vannin;Mec Vannin;Mec Vannin;;Mec Vannin;;;;;;;;;
ITA_democracy;The Italian Republic;;;;;;;;;;;;;
ITA_bourgeois_dictatorship_ADJ;Italian;;;;;;;;;;;;;
ITA_merchant_republic;The Italian League;;;;;;;;;;;;;
ITA_merchant_republic_ADJ;Italian;;;;;;;;;;;;;
ITA_trade_monarchy;The Italian League;;;;;;;;;;;;;
ITA_trade_monarchy_ADJ;Italian;;;;;;;;;;;;;
ITA_french_bourbon_ADJ;Italian;;;;;;;;;;;;;
IVC;Ivory Coast;;;;;;;;;;;;;
IVC_ADJ;Ivorian;;;;;;;;;;;;;
IVC_liberal;Rally of the Republicans;;;;;;;;;;;;;
IVC_anarcho_liberal;URDIESCI;;;;;;;;;;;;;
IVC_conservative;Entente of Independents;;;;;;;;;;;;;
IVC_reactionary;Democratic Party;;;;;;;;;;;;;
IVC_socialist;African Socialist Movement;;;;;;;;;;;;;
IVC_communist;Ivorian Popular Front;;;;;;;;;;;;;
IVC_fascist;Movement of the Forces of the Future;;;;;;;;;;;;;
IZH;Ingria;;;;;;;;;;;;;
IZH_ADJ;Ingrian;;;;;;;;;;;;;
JAM;Jamaica;JamaÔque;Jamaica;;Jamaica;;;;;;;;;
JAM_ADJ;Jamaican;JamaÔcain;Jamaican;;Jamaican;;;;;;;;;
JAM_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
JAM_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
JAM_reactionary;Alliance for National Unity;Alliance for National Unity;Alliance for National Unity;;;;;;;;;;;
JAM_socialist;People's Political Party;People's Political Party;People's Political Party;;;;;;;;;;;
JAM_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;
JAM_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;
JAM_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
JAP_absolute_monarchy;Japan;;;;;;;;;;;;;
JAP_reactionary;Handoutou;Faction Shogunate;Shogunate Faction;;;;;;;;;;;
JAP_conservative;Rikken Teiseitou;Faction de la cour;Court Faction;;;;;;;;;;;
JAP_conservative_2;Rikken Kaishintou;Faction impÈrialiste;Imperialist Faction;;;;;;;;;;;
JAP_reactionary_2;Handoutou;Faction nationaliste;Nationalistische Fraktion;;;;;;;;;;;
JAP_conservative_3;Tachiagare Nippon;Faction conservatrice;Conservative Faction;;;;;;;;;;;
JAP_liberal;Aikokusha;Faction libÈrale;Liberal Faction;;;;;;;;;;;
JAP_socialist;Shakaitou;Faction marxiste;Marxist Faction;;;;;;;;;;;
JAP_anarcho_liberal;Ishin Seito Shimpu;;;;;;;;;;;;;
JAP_communist;Kyousantou;Faction communiste;Kommunistische Fraktion;;;;;;;;;;;
JAP_fascist;Kokuhonsha;Faction fasciste;Faschistische Faction;;;;;;;;;;;
JNG;Jersey & Guernsey;Jersey & Guernsey;Jersey und Guernsey;;Jersey & Guernsey;;;;;;;;;
JNG_ADJ;Channel Islander;JËrriais;Jerseyisch;;JerseyÈs;;;;;;;;;
JNG_liberal;Liberal faction;Liberal Faction;Liberal Faction;;Liberal Faction;;;;;;;;;
JNG_conservative;Conservative Faction;Conservative Faction;;Conservative Faction;;;;;;;;;;
JNG_reactionary;Monarchist Faction;Monarchist Faction;Monarchist Faction;;Monarchist Faction;;;;;;;;;
JNG_socialist;Labour Faction;Labour Faction;Labour Faction;;Labour Faction;;;;;;;;;
JNG_anarcho_liberal;Anarchist Faction;Anarchist Faction;Anarchist Faction;;Anarchist Faction;;;;;;;;;
JNG_communist;Communist Faction;Communist Faction;Communist Faction;;Communist Faction;;;;;;;;;
JNG_fascist;Norman Faction;Norman Faction;Norman Faction;;Norman Faction;;;;;;;;;
JOR;Jordan;;;;;;;;;;;;;
JOR_ADJ;Jordanian;;;;;;;;;;;;;
JOR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
JOR_conservative;Al-Hashimiyuni;;;;;;;;;;;;;
JOR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
JOR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
JOR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
JOR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
JOR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
KAG;Ishikawa;;;;;;;;;;;;;
KAG_ADJ;Ishikawan;;;;;;;;;;;;;
KAG_absolute_monarchy;Kaga;;;;;;;;;;;;;
KAG_prussian_constitutionalism;Kaga;;;;;;;;;;;;;
KAG_hms_government;Kaga;;;;;;;;;;;;;
KAG_absolute_monarchy_ADJ;Maeda;;;;;;;;;;;;;
KAG_prussian_constitutionalism_ADJ;Maeda;;;;;;;;;;;;;
KAG_hms_government_ADJ;Maeda;;;;;;;;;;;;;
KAM;Kamchatka;;;;;;;;;;;;;
KAM_ADJ;Kamchatkan;;;;;;;;;;;;;
KAM_presidential_dictatorship;Far Eastern Republic;;;;;;;;;;;;;
KAM_bourgeois_dictatorship;Far Eastern Republic;;;;;;;;;;;;;
KAM_french_bourbon;Far Eastern Republic;;;;;;;;;;;;;
KAM_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
KAM_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
KAM_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
KAM_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KAM_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KAM_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KAM_fascist;The Nationalists;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KHI_absolute_monarchy;Khiva;;;;;;;;;;;;;
BUK_absolute_monarchy;Bukhara;;;;;;;;;;;;;
KOK_absolute_monarchy;Kokand;;;;;;;;;;;;;
KAZ_absolute_monarchy;The Kazakh Khanate;;;;;;;;;;;;;
KAZ;Kazakhstan;;;;;;;;;;;;;
KAZ_ADJ;Kazakh;;;;;;;;;;;;;
KAZ_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
KAZ_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
KAZ_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KAZ_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KAZ_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KAZ_fascist;The Nationalists;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KCH;Kachin;;;;;;;;;;;;;
KCH_ADJ;Kachin;;;;;;;;;;;;;
KDS;Kurdistan;;;;;;;;;;;;;
KDS_ADJ;Kurdish;;;;;;;;;;;;;
KDS_conservative;Meclis-i MÓran;;;;;;;;;;;;;
KDS_conservative_2;Partiya KurdistanÍ;;;;;;;;;;;;;
KDS_liberal;Azadi;;;;;;;;;;;;;
KDS_liberal_2;HÍvÓ;;;;;;;;;;;;;
KDS_liberal_3;YeketÓ NistÓman;;;;;;;;;;;;;
KDS_reactionary;Meclis-i Mesayih;;;;;;;;;;;;;
KDS_reactionary_2;Bizutnawai Islami;;;;;;;;;;;;;
KDS_anarcho_liberal;Terakkipeweran;;;;;;;;;;;;;
KDS_socialist;Partiya KarkerÍn;;;;;;;;;;;;;
KDS_socialist_2;Partiya Zahmatkesan;;;;;;;;;;;;;
KDS_fascist;Jiyanewe;;;;;;;;;;;;;
KDS_communist;Komala;;;;;;;;;;;;;
KEL;Kelantan;;;;;;;;;;;;;
KEL_ADJ;Kelantani;;;;;;;;;;;;;
KDH;Kedah;;;;;;;;;;;;;
KDH_ADJ;Kedai;;;;;;;;;;;;;
KER;Cornwall;Cornouailles;Cornwall;;Cornwall;;;;;;;;;
KER_ADJ;Cornish;Cornouaillais;Cornish;CornÈs;;;;;;;;;;
KER_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
KER_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
KER_reactionary;Party Kenethlegek;Party Kenethlegek;Party Kenethlegek;;;;;;;;;;;
KER_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;
KER_communist;Miners' and Fishers' Party;Miners' and Fishers' Party;Miners' and Fishers' Party;;;;;;;;;;;
KER_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;
KER_fascist;Mebyon Kernow;Mebyon Kernow;Mebyon Kernow;;;;;;;;;;;
KIT;Saint Kitts;;;;;;;;;;;;;
KIT_ADJ;Kittitian;;;;;;;;;;;;;
KLM;Banjar;;;;;;;;;;;;;
KLM_ADJ;Banjarese;;;;;;;;;;;;;
KMK;Kalmykia;;;;;;;;;;;;;
KMK_french_bourbon;Kalmyk Khanate;;;;;;;;;;;;;
KMK_ADJ;Kalmyk;;;;;;;;;;;;;
KMK_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
KMK_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
KMK_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
KMK_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KMK_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KMK_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KMK_fascist;The Mongolian Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KMT;Ming;;;;;;;;;;;;;
KMT_ADJ;Ming;;;;;;;;;;;;;
KMT_french_bourbon;Socialist Republic of China;;;;;;;;;;;;;
KMT_conservative;Imperial Faction;Faction impÈriale;Kaiserliche Fraktion;;;;;;;;;;;
KMT_conservative_2;Zhiqiang;Zhiqiang;Zhiqiang;;;;;;;;;;;
KMT_liberal;Reformers;RÈformateurs;Reformer;;;;;;;;;;;
KMT_reactionary;Conservatives;Conservateurs;Konservative;;;;;;;;;;;
KMT_anarcho_liberal;Republicans;RÈpublicains;Republikaner;;;;;;;;;;;
KMT_liberal_2;Kuomintang Sun;Kuomintang Sun;Kuomintang Sun;;;;;;;;;;;
KMT_liberal_3;Feng Yuxiang;Feng Yuxiang;Feng Yuxiang;;;;;;;;;;;
KMT_socialist;Socialists;Socialistes;Sozialisten;;;;;;;;;;;
KMT_communist;Communist Party of China;Parti communiste chinois;Kommunistische Partei Chinas;;;;;;;;;;;
KMT_fascist;Fascists;Fascistes;Faschisten;;;;;;;;;;;
KMT_conservative_4;Kuomintang Chiang;Kuomintang Chiang;Kuomintang Chiang;;;;;;;;;;;
KNY;Kenya;;;;;;;;;;;;;
KNY_ADJ;Kenyan;;;;;;;;;;;;;
KNY_liberal;FORDñAsili;;;;;;;;;;;;;
KNY_conservative;Democratic Party;;;;;;;;;;;;;
KNY_socialist;FORDñKenya;;;;;;;;;;;;;
KNY_reactionary;Kenya African National Union;;;;;;;;;;;;;
KNY_anarcho_liberal;The Independent Party;;;;;;;;;;;;;
KNY_communist;Farmers Party;;;;;;;;;;;;;
KNY_fascist;Fascist Party;;;;;;;;;;;;;
KRL;Karelia;;;;;;;;;;;;;
KRL_ADJ;Karelian;;;;;;;;;;;;;
KRL_conservative;Suomalainen puolue;Suomalainen puolue;Suomalainen puolue;;Suomalainen puolue;;;;;;;;;
KRL_conservative_2;Svenska partiet;Svenska partiet;Svenska partiet;;Svenska partiet;;;;;;;;;
KRL_liberal;Nuorsuomalaiset;Nuorsuomalaiset;Nuorsuomalaiset;;Nuorsuomalaiset;;;;;;;;;
KRL_liberal_2;Edistyspuolue;Edistyspuolue;Edistyspuolue;;Edistyspuolue;;;;;;;;;
