BBG_prussian_constitutionalism;The Blambangan Kingdom;x;;;;;;;;;;;;;;;;
BBG_hms_government;The Blambangan Kingdom;x;;;;;;;;;;;;;;;;
BRS;Barus;x
BRS_ADJ;Barus;x
BRS_absolute_monarchy;The Sultanate of Barus;x;;;;;;;;;;;;;;;;
BRS_prussian_constitutionalism;The Sultanate of Barus;x;;;;;;;;;;;;;;;;
BRS_hms_government;The Sultanate of Barus;x;;;;;;;;;;;;;;;;
PYG;Pagaruyung;x;;;;;;;;;;;;;;;;
PYG_ADJ;Minangkabau;x;;;;;;;;;;;;;;;;
MLT_theocracy;Knights Joanits;x;;;;;;;;;;;;;;;;
BTE;Banten;x;;;;;;;;;;;;;;;;
BTE_ADJ;Banten;x;;;;;;;;;;;;;;;;
BTE_absolute_monarchy;The Sultanate of Banten;x;;;;;;;;;;;;;;;;
BTE_prussian_constitutionalism;The Sultanate of Banten;x;;;;;;;;;;;;;;;;
BTE_hms_government;The Sultanate of Banten;x;;;;;;;;;;;;;;;;
SOR;Sora;x;;;;;;;;;;;;;;;;
SOR_ADJ;Soran;x;;;;;;;;;;;;;;;;
SOR_absolute_monarchy;The Duchy of Sora;x;;;;;;;;;;;;;;;;
SOR_prussian_constitutionalism;The Duchy of Sora;x;;;;;;;;;;;;;;;;
SOR_hms_government;The Duchy of Sora;x;;;;;;;;;;;;;;;;
