Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
HOL_369;Holstein;;;;;;;;;;;;;
SCH_370;Schleswig;;;;;;;;;;;;;
NET_379;Zeeland;;;;;;;;;;;;;
PROV381;Limburg;;;;;;;;;;;;;
HAN_534;Hannover;;;;;;;;;;;;;
PRU_544;Mecklenburg;;;;;;;;;;;;;
PRU_546;Pommern;;;;;;;;;;;;;
PRU_575;Rheinland;;;;;;;;;;;;;
BAV_599;Bayern;;;;;;;;;;;;;
SPA_610;Caroline Islands;;;;;;;;;;;;;
AUS_652;Banat;;;;;;;;;;;;;
AUS_654;Western Transylvania;;;;;;;;;;;;;
AUS_657;Eastern Transylvania;;;;;;;;;;;;;
MOL_676;Bessarabia;;;;;;;;;;;;;
PRU_682;Schlesien;;;;;;;;;;;;;
AUS_662;East-Galicia;;;;;;;;;;;;;
AUS_702;West-Galicia;;;;;;;;;;;;;
PROV704;Nowy Sacz;;;;;;;;;;;;;
RUS_706;Masovia;;;;;;;;;;;;;
PROV711;Siedlce;;;;;;;;;;;;;
RUS_715;Lesser Poland;;;;;;;;;;;;;
PROV719;Bialystok;;;;;;;;;;;;;
PROV748;Grosseto;;;;;;;;;;;;;
SAR_765;Sardinia & Corsica;;;;;;;;;;;;;
FRA_801;Tahiti;;;;;;;;;;;;;
TUR_805;Southern Macedonia;;;;;;;;;;;;;
TUR_809;Eastern Rumelia;;;;;;;;;;;;;
TUR_806;Northern Macedonia;;;;;;;;;;;;;
PROV806;Manastir;;;;;;;;;;;;;
PROV807;Üsküb;;;;;;;;;;;;;
PROV1780;Debar;;;;;;;;;;;;;
PROV3291;Strumica;;;;;;;;;;;;;
PROV799;Sehirköy;;;;;;;;;;;;;
TUR_823;Eastern Macedonia;;;;;;;;;;;;;
PROV829;Xanthe;;;;;;;;;;;;;
TUR_876;Ankara;;;;;;;;;;;;;
TUR_880;Kastamonu;;;;;;;;;;;;;
TUR_882;Trebizond;;;;;;;;;;;;;
TUR_890;Van;;;;;;;;;;;;;
TUR_893;Diyarbakir;;;;;;;;;;;;;
TUR_894;Adana;;;;;;;;;;;;;
RUS_940;Pinsk;;;;;;;;;;;;;
RUS_968;Transnistria;;;;;;;;;;;;;
RUS_979;Donbass;;;;;;;;;;;;;
PROV1082;Haishenwai;;;;;;;;;;;;;
JAP_1086;Sakhalin;;;;;;;;;;;;;
PROV1087;Otomari;;;;;;;;;;;;;
JAP_1088;Ezo;;;;;;;;;;;;;
AST_1097;New Caledonia;;;;;;;;;;;;;
PER_1116;Mazandaran;;;;;;;;;;;;;
PER_1128;Lorestan;;;;;;;;;;;;;
PER_1132;Khuzestan;;;;;;;;;;;;;
PER_1136;Fars;;;;;;;;;;;;;
PER_1140;Kerman;;;;;;;;;;;;;
YEM_1178;Sana'a;;;;;;;;;;;;;
AFG_1209;Pashtunistan;;;;;;;;;;;;;
KOK_1210;Bandakshan;;;;;;;;;;;;;
AFG_1214;Kunduz;;;;;;;;;;;;;
PAN_1233;Amritsar;;;;;;;;;;;;;
ENG_1243;Bundelkhand;;;;;;;;;;;;;
ENG_1244;Awadh;;;;;;;;;;;;;
NEP_1326;Western Himalayas;;;;;;;;;;;;;
SIA_1352;Pattani;;;;;;;;;;;;;
SIA_1355;Shan;;;;;;;;;;;;;
LUA_1356;Laos;;;;;;;;;;;;;
SIA_1358;Isan;;;;;;;;;;;;;
PROV1360;Luang Namtha;;;;;;;;;;;;;
DAI_1369;Tonkin;;;;;;;;;;;;;
DAI_1375;Annam;;;;;;;;;;;;;
DAI_1380;Cochinchina;;;;;;;;;;;;;
ENG_1384;Southern Malaya;;;;;;;;;;;;;
ENG_1391;Northern Malaya;;;;;;;;;;;;;
SIA_1392;Ayutthaya;;;;;;;;;;;;;
BRU_1394;West Borneo;;;;;;;;;;;;;
BRU_1396;Sabah;;;;;;;;;;;;;
NET_1401;Siak;;;;;;;;;;;;;
YEM_1412;Aden;;;;;;;;;;;;;
NET_1413;West Java;;;;;;;;;;;;;
NET_1418;East Java;;;;;;;;;;;;;
NET_1423;East Borneo;;;;;;;;;;;;;
NET_1426;South Borneo;;;;;;;;;;;;;
NET_1446;Timor;;;;;;;;;;;;;
NET_1447;Moluccas;;;;;;;;;;;;;
NET_1449;Celebes;;;;;;;;;;;;;
CHI_1465;Eastern Mongolia;;;;;;;;;;;;;
CHI_1468;Western Mongolia;;;;;;;;;;;;;
CHI_1470;South Anhui;;;;;;;;;;;;;
CHI_1477;North Anhui;;;;;;;;;;;;;
CHI_1479;Fengtian;;;;;;;;;;;;;
CHI_1482;Fujian;;;;;;;;;;;;;
CHI_1485;Formosa;;;;;;;;;;;;;
CHI_1490;Gansu;;;;;;;;;;;;;
CHI_1493;East Canton;;;;;;;;;;;;;
CHI_1496;Hong Kong;;;;;;;;;;;;;
CHI_1499;West Canton;;;;;;;;;;;;;
CHI_1502;Guangxi;;;;;;;;;;;;;
CHI_1505;Guizhou;;;;;;;;;;;;;
CHI_1508;East Henan;;;;;;;;;;;;;
CHI_1510;West Henan;;;;;;;;;;;;;
CHI_1519;West Hubei;;;;;;;;;;;;;
CHI_1522;East Hubei;;;;;;;;;;;;;
PROV1523;Xiangyang;;;;;;;;;;;;;
CHI_1524;North Hunan;;;;;;;;;;;;;
CHI_1526;South Hunan;;;;;;;;;;;;;
CHI_1532;Inner Mongolia;;;;;;;;;;;;;
CHI_1540;North Jiangsu;;;;;;;;;;;;;
PROV1542;Xuzhou;;;;;;;;;;;;;
CHI_1545;North Jiangxi;;;;;;;;;;;;;
CHI_1547;South Jiangxi;;;;;;;;;;;;;
CHI_1552;Heilongjiang;;;;;;;;;;;;;
CHI_1555;Kirin;;;;;;;;;;;;;
PROV1559;Xian;;;;;;;;;;;;;
CHI_1559;Shaanxi;;;;;;;;;;;;;
CHI_1563;West Shandong;;;;;;;;;;;;;
CHI_1565;East Shandong;;;;;;;;;;;;;
CHI_1572;Shanxi;;;;;;;;;;;;;
CHI_1578;West Sichuan;;;;;;;;;;;;;
CHI_1579;East Sichuan;;;;;;;;;;;;;
TIB_1587;Eastern Himalayas;;;;;;;;;;;;;
CHI_1594;Kashgar;;;;;;;;;;;;;
CHI_1600;Urumqui;;;;;;;;;;;;;
CHI_1601;Yunnan;;;;;;;;;;;;;
CHI_1604;North Zhejiang;;;;;;;;;;;;;
CHI_1610;South Zhejiang;;;;;;;;;;;;;
PROV1612;Baoding;;;;;;;;;;;;;
CHI_1612;Hebei;;;;;;;;;;;;;
PROV1616;Peking;;;;;;;;;;;;;
CHI_1616;Shuntian;;;;;;;;;;;;;
PROV1643;Ishikari;;;;;;;;;;;;;
JAP_1649;Kanto;;;;;;;;;;;;;
JAP_1654;Bonin Islands;;;;;;;;;;;;;
JAP_1655;Kansai;;;;;;;;;;;;;
JAP_1640;Chugoku;;;;;;;;;;;;;
JAP_1665;Shikoku;;;;;;;;;;;;;
JAP_1660;Kyushu;;;;;;;;;;;;;
JAP_1672;Tohoku;;;;;;;;;;;;;
JAP_1675;Chubu;;;;;;;;;;;;;
PROV1679;Amami;;;;;;;;;;;;;
MOR_1693;Marrakesh;;;;;;;;;;;;;
MOR_1694;Agadir;;;;;;;;;;;;;
ALD_1704;Oran;;;;;;;;;;;;;
ALD_1708;Constantine;;;;;;;;;;;;;
PROV1709;Bône;;;;;;;;;;;;;
ALD_1713;North Central Sahara;;;;;;;;;;;;;
TRI_1731;Tripolitania;;;;;;;;;;;;;
TRI_1735;Cyrenaica;;;;;;;;;;;;;
TRI_1740;Fezzan;;;;;;;;;;;;;
EGY_1745;Cairo;;;;;;;;;;;;;
EGY_1751;Alexandria;;;;;;;;;;;;;
EGY_1753;Qattara;;;;;;;;;;;;;
EGY_1755;Sinai;;;;;;;;;;;;;
ENG_1844;Sudd;;;;;;;;;;;;;
ETH_1852;Begemder;;;;;;;;;;;;;
ETH_1853;Tigray;;;;;;;;;;;;;
ETH_1859;Shewa;;;;;;;;;;;;;
ETH_1862;Gibe;;;;;;;;;;;;;
ETH_1865;Hararghe;;;;;;;;;;;;;
PROV1860;Hawassa;;;;;;;;;;;;;
PROV1863;Jimma;;;;;;;;;;;;;
PROV1864;Sidamo;;;;;;;;;;;;;
PROV1866;Bale;;;;;;;;;;;;;
PROV1867;Ogaden;;;;;;;;;;;;;
SOM_1868;South Somaliland;;;;;;;;;;;;;
SOM_1872;North Somaliland;;;;;;;;;;;;;
FRA_1878;Guinea-Bissau;;;;;;;;;;;;;
FRA_1883;Guinea;;;;;;;;;;;;;
ASH_1909;Gold Coast;;;;;;;;;;;;;
FRA_1919;Dahomey;;;;;;;;;;;;;
SOK_1934;Biafra;;;;;;;;;;;;;
SOK_1937;Tukari;;;;;;;;;;;;;
SOK_1945;Kano;;;;;;;;;;;;;
SPA_1955;Equatorial Guinea;;;;;;;;;;;;;
ENG_1956;Cameroon;;;;;;;;;;;;;
SOK_1963;Adamawa;;;;;;;;;;;;;
FRA_1970;Bangassou;;;;;;;;;;;;;
BEL_1990;Kivu;;;;;;;;;;;;;
BEL_1996;Congo Orientale;;;;;;;;;;;;;
BEL_2034;Ruanda-Urundi;;;;;;;;;;;;;
ENG_2036;Zanzibar;;;;;;;;;;;;;
ENG_2044;Tanganyika;;;;;;;;;;;;;
ENG_2048;Zanzibar;;;;;;;;;;;;;
POR_2054;Sofala;;;;;;;;;;;;;
ENG_2067;Nyasaland;;;;;;;;;;;;;
ENG_2068;Mashonaland;;;;;;;;;;;;;
ENG_2071;Rozwi;;;;;;;;;;;;;
ENG_2074;Bechuanaland;;;;;;;;;;;;;
ENG_2094;Griqualand West;;;;;;;;;;;;;
PROV2124;Maore;;;;;;;;;;;;;
MEX_2149;Cohauila;;;;;;;;;;;;;
MEX_2159;Veracruz;;;;;;;;;;;;;
MEX_2161;Jalisco;;;;;;;;;;;;;
MEX_2170;Guerrero;;;;;;;;;;;;;
MEX_2172;México;;;;;;;;;;;;;
MEX_2181;Chiapas;;;;;;;;;;;;;
PROV220;Annapolis;;;;;;;;;;;;;
PROV3;Fort Nikolaevskaia;;;;;;;;;;;;;
PROV4;Nikolaevsk;;;;;;;;;;;;;
PROV5;Kad'yak;;;;;;;;;;;;;
PROV2599;Tsentralnaya;;;;;;;;;;;;;
PROV2630;Vostochnaya;;;;;;;;;;;;;
PROV2;Saint Dionysius;;;;;;;;;;;;;
PROV1;Novoarkhangelsk;;;;;;;;;;;;;
PROV107;Riverside;;;;;;;;;;;;;
PROV108;Grand Junction;;;;;;;;;;;;;
PROV104;San Francisco;;;;;;;;;;;;;
PROV2146;D.C.;;;;;;;;;;;;;
PROV2148;Albuquerque;;;;;;;;;;;;;
PROV231;Camden;;;;;;;;;;;;;
UCA_2191;El Salvador;;;;;;;;;;;;;
UCA_2193;Honduras;;;;;;;;;;;;;
CHI_2221;South Jiangsu;;;;;;;;;;;;;
NET_2235;Leeward Antilles;;;;;;;;;;;;;
PEU_2308;Arica;;;;;;;;;;;;;
BOL_2309;Antofagasta;;;;;;;;;;;;;
ARG_2360;Entre Rios;;;;;;;;;;;;;
PROV2367;Xolotas;;;;;;;;;;;;;
ARG_2374;Catamarca;;;;;;;;;;;;;
BRZ_2421;Goiás;;;;;;;;;;;;;
AST_2454;Fiji;;;;;;;;;;;;;
BRZ_2461;Santa Catarina;;;;;;;;;;;;;
SPA_2517;Mariana Islands;;;;;;;;;;;;;
AST_2534;Solomon Islands;;;;;;;;;;;;;
AST_2535;Melanesian Islands;;;;;;;;;;;;;
AUS_2538;Vojvodina;;;;;;;;;;;;;
TON_2540;Tonga;;;;;;;;;;;;;
USA_2543;Samoa;;;;;;;;;;;;;
PROV2554;Misiones;;;;;;;;;;;;;
HES_2560;Hessen;;;;;;;;;;;;;
RUS_2587;Kola;;;;;;;;;;;;;
CHI_2678;Outer Mongolia;;;;;;;;;;;;;
PROV2834;Bay of Ayan;;;;;;;;;;;;;
PROV2836;Coast of Kamchatka;;;;;;;;;;;;;
PROV2837;Sea of Okhotsk;;;;;;;;;;;;;
PROV2838;Coast of Sakhalin;;;;;;;;;;;;;
PROV2843;Seto Inland Sea;;;;;;;;;;;;;
PROV3126;Coast of Minami;;;;;;;;;;;;;
BRA;Brunswick;;;;;;;;;;;;;
BRA_ADJ;Brunswicker;;;;;;;;;;;;;
PROV19;Valemount;;;;;;;;;;;;;
HAN_528;Niederelbe;;;;;;;;;;;;;
HAN_540;Weser-Ems;;;;;;;;;;;;;
PRU_553;Anhalt;;;;;;;;;;;;;
PRU_554;Thüringen;;;;;;;;;;;;;
SAX_558;Sachsen;;;;;;;;;;;;;
PRU_570;Pfalz;;;;;;;;;;;;;
PRU_578;Rhein-Ruhr;;;;;;;;;;;;;
BAV_595;Franken;;;;;;;;;;;;;
PRU_684;Upper Silesia;;;;;;;;;;;;;
PROV79;Fort Vancouver;;;;;;;;;;;;;
PROV18;Dawson's Creek;;;;;;;;;;;;;
PROV129;Guymon;;;;;;;;;;;;;
PROV128;Hugoton;;;;;;;;;;;;;
PROV638;Prešov;;;;;;;;;;;;;
AUS_625;Bohemia-Moravia;;;;;;;;;;;;;
AUS_626;Sudetenland;;;;;;;;;;;;;
PROV84;Sacramento;;;;;;;;;;;;;
PROV86;Truckee;;;;;;;;;;;;;
PROV98;Cedar City;;;;;;;;;;;;;
PROV23;Fort McMurray;;;;;;;;;;;;;
PROV27;Edmonton;;;;;;;;;;;;;
PROV31;Black Lake;;;;;;;;;;;;;
PROV32;La Ronge;;;;;;;;;;;;;
PROV40;Dauphin;;;;;;;;;;;;;
PROV9;Fort MacKenzie;;;;;;;;;;;;;
PROV2626;Sakami;;;;;;;;;;;;;
PROV59;Mistissini;;;;;;;;;;;;;
PROV2140;Hermosillo;;;;;;;;;;;;;
PROV2137;Nogales;;;;;;;;;;;;;
PROV2143;El Paso del Norte;;;;;;;;;;;;;
PROV2147;Ciudad Acuña;;;;;;;;;;;;;
PROV2171;Cololo;;;;;;;;;;;;;
PROV103;Pueblo;;;;;;;;;;;;;
PROV109;Aspen;;;;;;;;;;;;;
PROV105;Yootó;;;;;;;;;;;;;
PROV218;Wheeling;;;;;;;;;;;;;
PROV217;Green Bank;;;;;;;;;;;;;
PROV2187;La Mesilla;;;;;;;;;;;;;
PROV2628;Ocos;;;;;;;;;;;;;
BAV_601;Niederbayern;;;;;;;;;;;;;
PROV3249;Old Tianjin;;;;;;;;;;;;;
PROV606;Luzern;;;;;;;;;;;;;
PROV2627;M'chwihilusing;;;;;;;;;;;;;
PROV160;Superior;;;;;;;;;;;;;
PROV3250;Fribourg;;;;;;;;;;;;;
PROV3251;Monaco;;;;;;;;;;;;;
PROV185;Pikeville;;;;;;;;;;;;;
PROV186;Lexington;;;;;;;;;;;;;
PROV196;Gadsden;;;;;;;;;;;;;
PROV3340;Balakan;;;;;;;;;;;;;
PROV168;Olney;;;;;;;;;;;;;
PROV3252;Andorra;;;;;;;;;;;;;
PROV42;Winnipeg;;;;;;;;;;;;;
PROV3344;Tyup;;;;;;;;;;;;;
PROV36;Pinawa;;;;;;;;;;;;;
PROV3253;Liechtenstein;;;;;;;;;;;;;
PROV3254;Bückeburg;;;;;;;;;;;;;
PROV3255;Reuss;;;;;;;;;;;;;
PROV3256;Sondershausen;;;;;;;;;;;;;
PROV3257;Waldeck;;;;;;;;;;;;;
PROV60;Richmond;;;;;;;;;;;;;
PROV211;Lynchburg;;;;;;;;;;;;;
PROV2186;Guatemala City;;;;;;;;;;;;;
PROV14;Victoria;;;;;;;;;;;;;
PROV3259;Jadegebiet;;;;;;;;;;;;;
east_africa;East Africa;;;;;;;;;;;;;
west_africa;West Africa;;;;;;;;;;;;;
south_west_africa;South-West Africa;;;;;;;;;;;;;
central_africa;Equatorial Africa;;;;;;;;;;;;;
east_indies;East-Indies;;;;;;;;;;;;;
indochina;Indochina;;;;;;;;;;;;;
equatorial_africa;Equatorial Africa;;;;;;;;;;;;;
PROV599;München;;;;;;;;;;;;;
PROV595;Nürnberg;;;;;;;;;;;;;
PROV575;Köln;;;;;;;;;;;;;
PROV577;Kleve;;;;;;;;;;;;;
PROV536;Braunschweig;;;;;;;;;;;;;
PROV400;Dunkerque;;;;;;;;;;;;;
PROV451;Lyons;;;;;;;;;;;;;
PROV534;Hannover;;;;;;;;;;;;;
FRA_438;Centre-Val de Loire;;;;;;;;;;;;;
SIC_763;Sicilia;;;;;;;;;;;;;
PROV843;Chios and Samos;;;;;;;;;;;;;
PROV906;As-Suwayda;;;;;;;;;;;;;
PROV994;Noteburg;;;;;;;;;;;;;
PROV334;Malmö;;;;;;;;;;;;;
PROV139;Fort De La Boulaye;;;;;;;;;;;;;
PROV3336;Livingston;;;;;;;;;;;;;
PROV3337;Kolka;;;;;;;;;;;;;
PROV3338;Tripura;;;;;;;;;;;;;
PROV3339;Jammu;;;;;;;;;;;;;
PROV1858;Harer;;;;;;;;;;;;;
PROV3341;Graham;;;;;;;;;;;;;
PROV3342;Tua;;;;;;;;;;;;;
PROV3343;Sebring;;;;;;;;;;;;;
PROV3345;Hoeryong;;;;;;;;;;;;;
PROV3346;Gando;;;;;;;;;;;;;
PROV3347;Diego-Suarez;;;;;;;;;;;;;
PROV3348;Tulear;;;;;;;;;;;;;
PROV692;Walcz;;;;;;;;;;;;;
PROV696;Warmia;;;;;;;;;;;;;
PROV712;Czestochowa;;;;;;;;;;;;;
PROV707;Taurage;;;;;;;;;;;;;
PROV3355;Nabeul;;;;;;;;;;;;;
PROV3356;Pisa;;;;;;;;;;;;;
PROV1802;Timbuktu;;;;;;;;;;;;;
PROV1803;Djenne;;;;;;;;;;;;;
PROV3357;Erg Iguidi;;;;;;;;;;;;;
PROV3358;El Djouf;;;;;;;;;;;;;
PROV3364;Banca;;;;;;;;;;;;;
PROV3372;Mantua;;;;;;;;;;;;;
PROV3373;Méridja;;;;;;;;;;;;;
PROV3374;M'zab;;;;;;;;;;;;;
PROV3377;St Gallen;;;;;;;;;;;;;
PROV3378;Toggenburg;;;;;;;;;;;;;
PROV3379;Wil;;;;;;;;;;;;;
SWI_2569;Grisons;;;;;;;;;;;;;
PROV3380;Gersau;;;;;;;;;;;;;
PROV3381;Moesa;;;;;;;;;;;;;
PROV3382;Mulhouse;;;;;;;;;;;;;
PROV3383;Rottweil;;;;;;;;;;;;;
PROV3384;Igbo-Ukwu;;;;;;;;;;;;;
PROV3385;Khövsgöl;;;;;;;;;;;;;
PROV3386;Portsmouth;;;;;;;;;;;;;
PROV3387;Casco;;;;;;;;;;;;;
PROV3388;Irbid;;;;;;;;;;;;;
PROV3390;Erenhot;;;;;;;;;;;;;
PROV3391;Lower Mississippi;;;;;;;;;;;;;
PROV3392;Upper Mississippi;;;;;;;;;;;;;
PROV3393;St. Lawrence River;;;;;;;;;;;;;
PROV3394;Glehue;;;;;;;;;;;;;
PROV3395;Almetyevsk;;;;;;;;;;;;;
PROV3396;Portales;;;;;;;;;;;;;
PROV1268;Amber;;;;;;;;;;;;;
PROV3397;Wheeler;;;;;;;;;;;;;
PROV3398;Slapout;;;;;;;;;;;;;
PROV3399;Englewood;;;;;;;;;;;;;
PROV3400;Shreveport;;;;;;;;;;;;;
PROV3401;Tunica;;;;;;;;;;;;;
PROV3402;Colby;;;;;;;;;;;;;
PROV3403;Florence;;;;;;;;;;;;;
PROV3404;Citronelle;;;;;;;;;;;;;
PROV3405;Norton;;;;;;;;;;;;;
PROV3406;Winnsboro;;;;;;;;;;;;;
PROV3407;Osceola;;;;;;;;;;;;;
PROV3408;Hughes;;;;;;;;;;;;;
PROV3409;Atway;;;;;;;;;;;;;
PROV3410;Mound Bottom;;;;;;;;;;;;;
PROV3411;Elkton;;;;;;;;;;;;;
PROV3412;Malang;;;;;;;;;;;;;
PROV3413;Barus;;;;;;;;;;;;;
PROV3414;Tarutung;;;;;;;;;;;;;
PROV3415;Banten;;;;;;;;;;;;;
PROV3416;Rutland;;;;;;;;;;;;;
USA_248;Vermont;;;;;;;;;;;;;
PROV3417;Sora;;;;;;;;;;;;;
PROV3418;Porto Ercole;;;;;;;;;;;;;
PROV3419;Oneglia;;;;;;;;;;;;;
SAR_721;Liguria;;;;;;;;;;;;;
