Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
poor_development_3;Good living conditions - Lower Class I;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_4;Good living conditions - Lower Class II;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_5;Good living conditions - Lower Class III;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_6;Good living conditions - Lower Class IV;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_7;Good living conditions - Lower Class V;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_8;Good living conditions - Lower Class VI;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_9;Good living conditions - Lower Class VII;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
poor_development_10;Good living conditions - Lower Class VIII;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
WELCOME_AOE_DESC1;Welcome to ""the Age of Enlightenment!"" This guide will take you briefly through the new mechanics.;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
WELCOME_AOE_DESC2;Base game "literacy" has been changed to "development", representing general wealth of a nation per capita. Its increase is influenced by various factors like: some technologies, reforms, and pops well-being.;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
WELCOME_AOE_DESC3;In AoE the economic system were heavily reworked. Provincial production represents solely subsistence farming being the source of wealth, according to physiocratic theory. Every additional ten percent of local development, the province gains modifier reducing employment in subsistence farming, and allowing the commoners (as well as artisans, acting as output boosters) to work in export farming or mining, represented by "factories" in the production tab. Those production units are the source of raw resources, later used by the proper factories. When building new raw resources production unit, you have to carefully plan it, by checking provinces in the state for local resources, represented by new "buildings" in the province interface, otherwise they will be unprofitable.;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
WELCOME_AOE_DESC5;There are several types of those "buildings": \n- Agriculture - allowing you to produce: grain, dyes, wool, horses and cattle, \n- Exotic Agriculture - allowing you to produce: cotton, silk, tobacco, tea, sugar, spices and opium, \n- Mining - allowing you to produce: coal, sulphur and iron, \n- Fishery - allowing you to produce: fish, \n- Wood production - allowing you to produce: timber, tropical wood and pelts,;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
WELCOME_AOE_DESC4;Top six social reforms in politics tab represent internal factions. Their influence have various effects on your country. But be carefully when changing balance of power, some powerful people may not like it!;Efficacitãƒ» de l'ãƒ»ducation;Bildungseffizienz;;;;;;;;;;;
annex_foreign_colony_big_cb;Annex Colony;Grande Guerre;Gesamtkrieg;;;;;;;;;;;
annex_foreign_colony_big_cb_desc;Force an enemy to transfer their ownership of colony (with more than 500 000 adult male population) to you;Obliger un autre ?pays? ?se d?armer et ?nous verser des compensations;Zwischen Sie ein anderes ?Land? zur Abr?tung und zu Reparationszahlungen an uns.;;;;;;;;;;;
annex_foreign_colony_big_cb_short;Force an enemy to transfer their ownership of colony;R?uire $RECIPIENT$;Reduzieren Sie die Gr?e von $RECIPIENT$;;;;;;;;;;;
annex_foreign_colony_big_cb_setup;Force an enemy to transfer their ownership of colony;R?uire $RECIPIENT$;Reduzieren Sie die Gr?e von $RECIPIENT$;;;;;;;;;;;
annex_foreign_colony_cb;Annex Settlement;Grande Guerre;Gesamtkrieg;;;;;;;;;;;
annex_foreign_colony_cb_desc;Force an enemy to transfer their ownership of settlement (with more than 50 000 adult male population) to you;Obliger un autre ?pays? ?se d?armer et ?nous verser des compensations;Zwischen Sie ein anderes ?Land? zur Abr?tung und zu Reparationszahlungen an uns.;;;;;;;;;;;
annex_foreign_colony_cb_short;Force an enemy to transfer their ownership of settlement;R?uire $RECIPIENT$;Reduzieren Sie die Gr?e von $RECIPIENT$;;;;;;;;;;;
annex_foreign_colony_cb_setup;Force an enemy to transfer their ownership of settlement;R?uire $RECIPIENT$;Reduzieren Sie die Gr?e von $RECIPIENT$;;;;;;;;;;;
annex_foreign_colony_small_cb;Annex Outpost;Grande Guerre;Gesamtkrieg;;;;;;;;;;;
annex_foreign_colony_small_cb_desc;Force an enemy to transfer their ownership of outpost (with leass than 50 000 adult male population) to you;Obliger un autre ?pays? ?se d?armer et ?nous verser des compensations;Zwischen Sie ein anderes ?Land? zur Abr?tung und zu Reparationszahlungen an uns.;;;;;;;;;;;
annex_foreign_colony_small_cb_short;Force an enemy to transfer their ownership of outpost;R?uire $RECIPIENT$;Reduzieren Sie die Gr?e von $RECIPIENT$;;;;;;;;;;;
annex_foreign_colony_small_cb_setup;Force an enemy to transfer their ownership of outpost;R?uire $RECIPIENT$;Reduzieren Sie die Gr?e von $RECIPIENT$;;;;;;;;;;;
tribal_democracy;Tribal Democracy;;;;;;;;;;;;;
tribal_democracy_ruler;Tribe Leader;;;;;;;;;;;;;
archduchy;Archduchy;;;;;;;;;;;;;
archduchy_ruler;Archduke;;;;;;;;;;;;;
oligarchic_republic;Oligarchic Republic;;;;;;;;;;;;;
oligarchic_republic_ruler;Doge;;;;;;;;;;;;;
szlachta_rebels_name;Szlachta Rebels;;;;;;;;;;;;;
precious_goods;Subsistence Farming;;;;;;;;;;;;;
GC_DESC;The questioning of rights, authority and the world itself during the Enlightenment has led to the rejection of the Ancient Regime. As Absolutism gives way to Revolution kingdoms may have to make place for Republics.;;;;;;;;;;;;;
GC_NAME;Age of Enlightenment;;;;;;;;;;;;;
promote_labourers;Encourage Gentry;;;;;;;;;;;;;
promote_farmers;Encourage Commoners;;;;;;;;;;;;;
tank;Mortars;;;;;;;;;;;;;
plane;Grenadier;;;;;;;;;;;;;
fertilizer;Pesticide;;;;;;;;;;;;;
fertilizer_factory;Pesticide Factory;;;;;;;;;;;;;
fertilizer_factory_desc;In this factory, sulphur is processed into pesticide. These pesticides are used to increase the productivity of farms.;;;;;;;;;;;;;
automobiles;Horse Carriage;;;;;;;;;;;;;
automobile_factory;Horse Carriage;;;;;;;;;;;;;
automobile_factory_desc;Horse Carriage.;;;;;;;;;;;;;
#radio;Sugar;;;;;;;;;;;;;
#radio_factory;Sugar Plantation;;;;;;;;;;;;;
#radio_factory_desc;Sugar is the generic name for sweet-tasting, soluble carbohydrates, many of which are used in food. Table radio, granulated radio, or regular radio, refers to sucrose, a disaccharide composed of glucose and fructose.;;;;;;;;;;;;;
#telephones;Spices;;;;;;;;;;;;;
#telephone_factory;Spice Plantation;;;;;;;;;;;;;
#telephone_factory_desc;A spice is a seed, fruit, root, bark, or other plant substance primarily used for flavoring, coloring or preserving food.;;;;;;;;;;;;;
steamer_convoy;Warship Convoys;;;;;;;;;;;;;
steamer_shipyard;Warship Shipyard;;;;;;;;;;;;;
steamer_shipyard_desc;Warships are produced in specialized Shipyards made specificy to ensure best military quality;;;;;;;;;;;;;
#barrels;Horses;;;;;;;;;;;;;
#barrel_factory;Stables;;;;;;;;;;;;;
#barrel_factory_desc;Horses are adapted to run, allowing them to quickly escape predators, possessing an excellent sense of balance and a strong fight-or-flight response.;;;;;;;;;;;;;
guide_reminder_title;Modus Operandi of the "Age of Enlightenment";;;;;;;;;;;;;
guide_reminder_desc;Let's look back at what should we know about the world around us...;;;;;;;;;;;;;
mercantilism;Mercantilism;;;;;;;;;;;;;
NET_397;Luxemburg;;;;;;;;;;;;;
social_policy;Estate Policy;;;;;;;;;;;;;
populist_welfare;Philospher Court;;;;;;;;;;;;;
populist_welfare_1;Philospher Court;;;;;;;;;;;;;
populist_welfare_desc;The Court is full of most influential and best Philosphers from our country to help us guide the nation.;;;;;;;;;;;;;
welfare_state;Revolutionary Thought;;;;;;;;;;;;;
welfare_state_1;Revolutionary Thought;;;;;;;;;;;;;
no_state_interference;Despotic Dominance;;;;;;;;;;;;;
no_state_interference_1;Despotic Dominance;;;;;;;;;;;;;
no_state_interference_desc;Subjects are dominated by our Head of State;;;;;;;;;;;;;
colonial_spending_policy;Colonial Subjects;;;;;;;;;;;;;
colonial_spending_policy_1;Colonial Subjects;;;;;;;;;;;;;
pogonya_za_zapadom;Pogonya Za Zapodom!;;;;;;;;;;;;;
natral_talent;Naturally Talented;;;;;;;;;;;;;
mercantilism_1;Mercantilism;;;;;;;;;;;;;
trade_unions;Executive Power;;;;;;;;;;;;;
no_trade_unions;One Man To Rule;;;;;;;;;;;;;
no_trade_unions_desc;All Executive Powers belong to our highest official.\n§YThis reform reduces your Change Estate Influence Decision §RCooldown§Y to §G15§Y years§!\n;;;;;;;;;;;;;
state_controlled;Advisor Council;;;;;;;;;;;;;
state_controlled_desc;The Executive Power is in the hands of our highes official, but he is supported by a dedicated Advisor Council in some of his dutys.\n§YThis reform reduces your Change Estate Influence Decision §RCooldown§Y to §G10§Y years.§!;;;;;;;;;;;;;
non_socialist;Delegated Ministers;;;;;;;;;;;;;
non_socialist_desc;The Higest Official can appoint Ministers who take care of governing the state in delegated affairs.\n§YThis reform reduces your Change Estate Influence Decision §RCooldown§Y to §G7.5§Y years.§!;;;;;;;;;;;;;
all_trade_unions;Mandatory Cabinet;;;;;;;;;;;;;
all_trade_unions_desc;The Highest Official of the state apppoints a cabinet which holds most of the executive powers.\n§YThis reform reduces your Change Estate Influence Decision §RCooldown§Y to §G5§Y years.\nThis reform reduces your Plead Estates For War Support §RCooldown§Y to §G3§Y years.§W\n;;;;;;;;;;;;;
MAY_GAS_ATTACK;Unlocks Napoleonic Warfare;;;;;;;;;;;;;
MAY_GAS_DEFEND;Can defend against Napoleonic Warfare;;;;;;;;;;;;;
gas_attack;Napoleonic Warfare;;;;;;;;;;;;;
no_vaccination;No Vaccination;;;;;;;;;;;;;
no_vaccination_desc;No Vaccination;;;;;;;;;;;;;
court_vaccination;Court Vaccination;;;;;;;;;;;;;
court_vaccination_desc;Our Entire Court is Vaccinated;;;;;;;;;;;;;
military_vaccination;Military Vaccine Stations;;;;;;;;;;;;;
military_vaccination_desc;The Military Uses a Vaccine Station;;;;;;;;;;;;;
public_vaccination;Public Vaccine Stations;;;;;;;;;;;;;
public_vaccination_desc;Public Vaccine Stations are available in most of our major citys;;;;;;;;;;;;;
ukrainian;Ruthenian;;;;;;;;;;;;;
promotion_laws;Promotion Laws;;;;;;;;;;;;;
privlage_benefits;Privilege Benefit Based;;;;;;;;;;;;;
privlage_benefits_desc;The Rich Class and Prominent Families can use existing laws to justify taking over government positions over competent individuals;;;;;;;;;;;;;
nepotism;Nepotism;;;;;;;;;;;;;
nepotism_desc;A handfull of most influential families are in controll of our most important government positions.\n§YTo take this Reform you must lower your Noble Influence Beyond Slightly Influential and Church Influence beyond Very Influential. This Process can be speed up if you're a republic.§W\n;;;;;;;;;;;;;
skill_and_merit_based;Based on Skill and Merit;;;;;;;;;;;;;
skill_and_merit_based_desc;Individuals are given government positions based on their accomplishments, not titles.\n§YTo take this Reform you must lower your Noble Influence Beyond Slightly Influential, Church Influence beyond Very Influential and increase Beaurocratic Influence above Slightly Influential. This Process can be speed up if you're a republic.§W\n;;;;;;;;;;;;;
social_reforms;Estate Influence & Law;;;;;;;;;;;;;
jacobite_rebels_name;Jacobite Pretender Rebels;;;;;;;;;;;;;
jacobite_rebels_title;Jacobite Pretender Rebels;;;;;;;;;;;;;
jacobite_rebels_army;Jacobite Pretender Army;;;;;;;;;;;;;
jacobite_rebels_desc;These Rebels want to put a Stuart on the British Throne;;;;;;;;;;;;;
WORLD_WARS_ENABLE_DESC;Continental wars can now become Coalition wars;;;;;;;;;;;;;
WORLD_WARS_ENABLED_DESC;Continental wars are enabled;;;;;;;;;;;;;
WORLD_WARS_DISABLED_DESC;Continental wars are NOT enabled;;;;;;;;;;;;;
military_science;Military Science & Cavalry;;;;;;;;;;;;;
totalitarianism;Despotism;;;;;;;;;;;;;
totalitarianism_desc;Our whole state is controlled by a single person.;;;;;;;;;;;;;
slave_rebels_title;Slave Rebels;;;;;;;;;;;;;
slave_rebels_name;Slave Rebels;;;;;;;;;;;;;
slave_rebels_desc;Tired of serving their masters, Slave Rebels will attempt to end the institution cousing their suffering under all cost.;;;;;;;;;;;;;
civilizing;Charter Company;;;;;;;;;;;;;
civilizing_desc;A chartered company is an association with investors or shareholders that is incorporated and granted rights (often exclusive rights) by royal charter (or similar instrument of government) for the purpose of trade, exploration, and/or colonization.;;;;;;;;;;;;;
slave_rebels_army;Free Army;;;;;;;;;;;;;
skill_and_merit_allowed;§YCan Take The "Based On Skill and Merit" Promotion Law Reform§!;x
hre_member;Member Of The Holy Roman Empire;;;;;;;;;;;;;
hre_emperor;Is The Holy Roman Emperor;;;;;;;;;;;;;
janissery_rebels_title;Janissery Rebels;;;;;;;;;;;;;
janissery_rebels_name;Janissery Rebels;;;;;;;;;;;;;
janissery_rebels_army;Janissery Corps;;;;;;;;;;;;;
janissery_rebels_desc;Afraid of their influence being lowered, Janisseries will attempt to increase Army Influence at any cost;;;;;;;;;;;;;
clergy_and_nobility_domination;§RFirst And Second Estate Domination§!;;;;;;;;;;;;;
TORPEDO_ATTACK;Boarding;;;;;;;;;;;;;
TORPEDO_ATTACK;Boarding attacks do extra damage against larger ships.;;;;;;;;;;;;;
naval_science;Light Naval Engineering;;;;;;;;;;;;;
naval_engineering;Heavy Naval Engineering;;;;;;;;;;;;;
installed_leszczynski;Installed Stanislaw Leszczynski on the Commonwealth Throne;;;;;;;;;;;;;
american_patriot_rebels_name;Sons of Liberty;;;;;;;;;;;;;
american_patriot_rebels_title;Sons of Libery;;;;;;;;;;;;;
american_patriot_rebels_army;American Patriot Corps;;;;;;;;;;;;;
american_patriot_rebels_desc;These Rebels seek first and formost to destroy our influence in the American colonies and start a revolution;;;;;;;;;;;;;
infante_rule;Infante Manuel Won Royal Election of 1733;;;;;;;;;;;;;
death_of_aurangzeb;Death Of Aurangzeb §Y1707§!;;;;;;;;;;;;;
minimum_wage;Labour Value;;;;;;;;;;;;;
prussian_tech_school;"An Army With A State";;;;;;;;;;;;;
